Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
CAPN2,824,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.40,4
CD1D,912,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.40,1
CLRN3,119467,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.40,1
IFIT3,3437,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.40,4
KIAA1958,158405,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.40,1
MMP12,4321,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.40,4
MX1,4599,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.40,4
RXFP2,122042,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.40,1
SLITRK2,84631,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.40,1
VWF,7450,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.40,4
CDKN2B,1030,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.39,1
SHD,56961,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.39,1
ZNF117,51351,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.39,1
CSN2,1447,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.38,1
RAB19,401409,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.38,1
STS,412,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.38,4
TAFAZZIN,6901,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.38,1
DKKL1,27120,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.37,1
SIRPB1,10326,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.37,1
ACHE,43,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",4.36,1
CYP3A62,170509,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.36,1
FH1,14194,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.36,1
LRIG2,9860,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.36,1
IFI202B,26388,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.34,1
MGAT4C,25834,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.34,1
MRPL43,84545,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.34,1
NR4A3,8013,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.34,4
PHETA1,144717,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.34,1
PPIL6,285755,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.34,1
RTL5,340526,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.34,1
YPEL4,219539,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.34,1
ZSCAN20,7579,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.34,1
ACSM2A,123876,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.33,1
AOX1,316,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.33,4
CATSPERD,257062,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.33,1
CDC20B,166979,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.33,1
CLXN,79645,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.33,1
ZBED6,100381270,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.33,1
ABCB1B,18669,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.32,1
CAR4,12351,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.32,1
CD300LB,124599,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.32,1
CEP126,57562,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.32,1
DMWD,1762,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.32,1
IRF7,3665,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.32,4
NEXMIF,340533,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.32,1
SLC25A26,115286,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.32,1
TGFBR1,7046,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.32,1
ZKSCAN8,7745,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.32,1
ABO,28,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.31,1
ADIRF,10974,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.31,1
CHRNA6,8973,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.31,1
LY6C,56778,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.31,1
MIR16-2,406951,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.31,1
MIR98,407054,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.31,1
USF3,205717,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.31,1
BRSK1,84446,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.30,1
CMKLR2,2825,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.30,1
KRT19,3880,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.30,1
PLA2G4A,5321,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.30,4
REN,5972,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.30,4
ZBTB37,84614,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.30,1
A2M,2,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.29,1
CBLN2,147381,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.29,1
FUT7,2529,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.29,1
HSD3B6,15497,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.29,1
REG4,83998,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.29,1
RPS6KA6,27330,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.29,1
SENP8,123228,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.29,1
DNAAF9,25943,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.28,1
KCNMB2,10242,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.28,1
KRT79,338785,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.28,1
MAPK8IP2,23542,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.28,1
ORM3,18407,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.28,1
ABCA9,10350,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
AGTR1B,11608,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
ASXL3,80816,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
COMMD5,28991,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
GBA3,57733,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
IL17D,53342,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
KIF12,113220,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
MCUR1,63933,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
MRPL44,65080,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
MRPS15,64960,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
PTAR1,375743,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
RPUSD2,27079,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
SUSD5,26032,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
THRA.L,397942,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
TIMM22,29928,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.27,1
ASPDH,554235,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.26,1
CARD14,79092,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.26,1
CHRNG,1146,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.26,1
GABRG3,2567,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.26,1
ID3,3399,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.26,4
MRPS9,64965,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.26,1
NAALADL2,254827,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.26,1
RINL,126432,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.26,1
SULT2A2,100043194,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.26,1
TIMM17B,10245,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.26,1
CYP4A8,266674,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.25,1
LYRM1,57149,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.25,1
MRPS25,64432,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.25,1
SCRG1,11341,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.25,1
WIPF2,147179,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.25,1
ZFP423,94187,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.25,1
CA5A,763,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
CADM2,253559,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
CCDC30,728621,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
CCDC8,83987,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
GTF2E1,2960,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
HAPLN2,60484,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
MID2,11043,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
OCA2,4948,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
PHGDH,26227,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.24,4
RBM41,55285,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
TIMM8A,1678,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
TOMM70A,28185,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
WSCD2,9671,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.24,1
CALHM6,441168,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.23,1
DMP1,1758,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.23,1
GOLGA8A,23015,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.23,1
IGKC,3514,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.23,1
KCP,375616,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.23,1
MRPL53,116540,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.23,1
TMEM41A,90407,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.23,1
IAPP,3375,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.22,1
ICAM3,3385,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.22,1
MRPS23,51649,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.22,1
MRPS5,64969,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.22,1
MYORG,57462,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.22,1
NHSL2,340527,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.22,1
PROZ,8858,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.22,1
QRFPR,84109,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.22,1
SERPINA4,5267,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.22,1
ANAPC10,10393,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
ASIC3,9311,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
ATF7IP2,80063,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
C5AR2,27202,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
CYP2C70,226105,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
FABP10A,171481,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
GCM1,8521,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
LRRC4,64101,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
MRPL48,51642,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
MTCL2,140710,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
PPARB,100136658,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
SLC6A18,348932,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
SOX9,6662,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.21,1
SPSB2,84727,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
TACR3,6870,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
TXLNB,167838,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
USP37,57695,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.21,1
AFF2,2334,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
CDR2L,30850,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
CEP43,11116,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
DCSTAMP,81501,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
DDX41,51428,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
ELMOD3,84173,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
FBXO15,201456,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
HLA-DRA,3122,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
HSD3B,111785,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
MIR27B,407019,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
MRPL35,51318,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
MRPL55,128308,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
MXRA5,25878,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
NHS,4810,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
OIT3,170392,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
PRAM1,84106,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
SLITRK4,139065,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
VPS37D,155382,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.20,1
ABCB1A,18671,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.19,1
AGO3,192669,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.19,1
CALCB,797,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.19,1
COL2A1,1280,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.19,1
DLGAP2,9228,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.19,1
GRSF1,2926,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.19,1
IFI27L2A,76933,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.19,1
NDUFAF2,91942,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.19,1
SLC22A9,114571,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.19,1
ZBTB41,360023,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.19,1
CLEC3B,7123,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.18,1
MC4R,4160,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.18,1
MRPL30,51263,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.18,1
MRPL52,122704,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.18,1
MRPS11,64963,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.18,1
PLPPR3,79948,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.18,1
TMPRSS6,164656,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.18,1
ADPRH,141,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
AJAP1,55966,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
BEND7,222389,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
CD300LF,146722,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
CDKL2,8999,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
CDYL2,124359,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
COG8,84342,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
CTRL,1506,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
DNHD1,144132,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
ELOVL4,6785,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
GNB3,2784,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
KLHL18,23276,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
LAIR1,3903,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
LMBRD2,92255,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
MIMS1,125228,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
MRPL34,64981,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
MRPL57,78988,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
RC3H1,149041,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
SHROOM4,57477,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
SLC24A2,25769,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
SLC26A11,284129,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
SLC2A14,144195,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
TBL2,26608,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
TMEM86B,255043,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
WDR90,197335,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.17,1
AGRP,181,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
CYP4A3,298423,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
DENND1C,79958,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
DNAAF2,55172,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
ENTPD8,377841,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
HNF4G,3174,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
KCNG3,170850,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
LMLN,89782,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
MB21D2,151963,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
MET,4233,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.16,4
MRPL2,51069,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
MRPL47,57129,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
MRPS26,64949,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
PLSCR2,57047,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
RIOX1,79697,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
SLC28A1,9154,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
SRFBP1,153443,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
TYMS,7298,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.16,1
UBXN7,26043,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
USP45,85015,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.16,1
CCN1,3491,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.15,4
DEDD,9191,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
DMC1,11144,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
EBF2,64641,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
GTF3C4,9329,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
MOG,4340,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
MRPS18A,55168,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
MRPS2,51116,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
MRPS21,54460,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
RFXAP,5994,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
TTBK2,146057,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
ZMYND10,51364,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.15,1
BCS1L,617,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
EGLN2,112398,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
ENTPD7,57089,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
FAM184A,79632,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
FGF11,2256,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
GLYAT,10249,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
HMBOX1,79618,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
IFI204,15951,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
IL22RA1,58985,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
LAYN,143903,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
LETMD1,25875,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
MRPL22,29093,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
MRPL24,79590,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
MRPL37,51253,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
MRPS16,51021,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
NALCN,259232,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
PLCXD1,55344,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
RBKS,64080,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
RFX3,5991,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
SNAI3,333929,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
SPATA17,128153,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
STAMBP,10617,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
TMEM108,66000,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
TRIM54,57159,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
TUBB1,81027,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
XRN1,54464,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
ZFP354A,21408,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.14,1
CD300A,11314,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.13,1
CDH16,1014,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.13,1
CDHR1,92211,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.13,1
CHL1,10752,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.13,1
GAN,8139,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.13,1
IGSF9B,22997,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.13,1
RAD54L2,23132,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.13,1
SLAIN1,122060,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.13,1
SLC7A10,56301,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.13,1
AMHR2,269,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
ART4,420,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
CLDN23,137075,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
COQ9,57017,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
FUOM,282969,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
GNAT2,2780,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
GPR18,2841,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
KCNJ4,3761,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
KIFC2,90990,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
MRPL16,54948,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
MRPL51,51258,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
MRPL9,65005,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
SGCD,6444,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
TRHDE,29953,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.12,1
ACAD8,27034,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
ANKRD29,147463,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
ANKS4B,257629,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
ATP12A,479,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
CCNT1,904,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
CTSD,1509,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.11,4
FAR2,55711,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
GGTA1,2681,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
MRPL15,29088,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
MRPL40,64976,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
MRPS28,28957,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
MRPS34,65993,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
