Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
DCN,1634,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
GPAM,57678,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
GSN,2934,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
MTTP,4547,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
NES,10763,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
SELENOP,6414,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
SERPINE2,5270,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
SLPI,6590,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
TUBB3,10381,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
VLDLR,7436,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
ABCG1,9619,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
ADAMTS1,9510,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
AQP1,358,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
CBS,875,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
CHRNA4,1137,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
COX1,4512,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
CXCL9,4283,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
DPYD,1806,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
ENPP2,5168,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
FTL,2512,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
MTHFR,4524,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
PDIA3,2923,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
SELENBP1,8991,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
TGFBI,7045,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
TPI1,7167,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.56,1
ABCG5,64240,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
ACAT2,39,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
CDKN1C,1028,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
CITED2,10370,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
DGAT2,84649,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
EP300,2033,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
F2R,2149,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
FGFR1,2260,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
GATA3,2625,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
GCH1,2643,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
IDH1,3417,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
IGFBP2,3485,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
IRF1,3659,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
LPIN1,23175,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
MME,4311,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
MYH7,4625,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.55,1
CA2,760,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
CYB5A,1528,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
CYP2C8,1558,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
ELOVL6,79071,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
G0S2,50486,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
HP,3240,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
IL33,90865,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
JAG1,182,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
LGALS1,3956,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
OAT,4942,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
PLK2,10769,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
RARB,5915,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
RHOB,388,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
SAT1,6303,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
TGFB3,7043,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
THRSP,7069,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.54,1
AIF1,199,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
CCL7,6354,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
CCNG2,901,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
CYP26A1,1592,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
FABP5,2171,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
FGG,2266,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
IRS2,8660,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
PDK1,5163,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
SLC1A2,6506,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
SLC22A1,6580,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.53,1
ACADM,34,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.52,1
ALAS1,211,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.52,1
DNAJB9,4189,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.52,1
EDNRA,1909,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.52,1
KLF6,1316,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.52,1
PHLDA1,22822,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.52,1
PKLR,5313,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.52,1
TUBA1A,7846,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.52,1
ZFP36,7538,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.52,1
ACE2,59272,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
BMP4,652,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
CASP4,837,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
CKB,1152,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
CREBBP,1387,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
DUSP5,1847,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
FGFR2,2263,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
HMGCS2,3158,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
MCM6,4175,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
MGLL,11343,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
NAMPT,10135,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
PCK2,5106,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
PGK1,5230,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
SPARC,6678,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
TK1,7083,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
VDAC1,7416,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.51,1
CES1,1066,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.50,1
CPT2,1376,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.50,1
CSF1,1435,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.50,1
EHHADH,1962,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.50,1
IGFBP5,3488,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.50,1
PRDX2,7001,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.50,1
SLC2A3,6515,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.50,1
ATP2A2,488,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.49,1
CCND3,896,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.49,1
FDPS,2224,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.49,1
GADD45G,10912,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.49,1
MT2,17750,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.49,1
NR1H3,10062,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.49,1
PINK1,65018,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.49,1
TPM1,7168,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.49,1
BHLHE40,8553,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
LIF,3976,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
LMNA,4000,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
MFN2,9927,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
MT1A,4489,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
NPY,4852,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
PRKCB,5579,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
PSAT1,29968,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
RAC1,5879,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
RGS2,5997,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
SLC7A5,8140,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
TFF1,7031,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
TIMP3,7078,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
TNC,3371,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
TNFRSF11B,4982,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.48,1
ACSL4,2182,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.47,1
ALDOA,226,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.47,1
ANXA2,302,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.47,1
CD68,968,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.47,1
CFLAR,8837,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.47,1
INSR,3643,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.47,1
TFAM,7019,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.47,1
AFP,174,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
AKR1B10,57016,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
BMP2,650,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
CEBPD,1052,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
CYBA,1535,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
CYP2A6,1548,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
IL1R1,3554,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
KLF4,9314,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
MAOB,4129,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
MSMO1,6307,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
PDGFB,5155,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
PDGFRB,5159,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
PRKAA1,5562,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
RHOA,387,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
SLC2A2,6514,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
SQLE,6713,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.46,1
ACLY,47,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.45,1
ADM,133,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.45,1
CD40,958,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.45,1
CRYAB,1410,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.45,1
EPHX2,2053,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.45,1
NTRK2,4915,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.45,1
PPARD,5467,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.45,1
TGM2,7052,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.45,1
APOB,338,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.44,1
CYP3A23-3A1,25642,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.44,1
DNM1L,10059,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.44,1
PTK2,5747,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.44,1
SELE,6401,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.44,1
SMAD2,4087,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.44,1
ANXA1,301,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.43,1
FABP1,2168,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.43,1
FKBP5,2289,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.43,1
HGF,3082,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.43,1
ID1,3397,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.43,1
ID2,3398,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.43,1
MGST1,4257,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.43,1
TAGLN,6876,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.43,1
TF,7018,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.43,1
ACSL1,2180,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
AKR1B1,231,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
CTH,1491,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
DUSP6,1848,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
ENO1,2023,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
HBEGF,1839,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
HK2,3099,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
HSP90B1,7184,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
HSPA9,3313,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
IER3,8870,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
SLC10A1,6554,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
SP1,6667,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
TNFSF11,8600,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.42,1
ALDH2,217,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.41,1
F2,2147,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.41,1
G6PC1,2538,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.41,1
GSTA4,2941,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.41,1
GSTT1,2952,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.41,1
NCF1,653361,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.41,1
ALOX5,240,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.40,1
AREG,374,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.40,1
CCND2,894,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.40,1
PLIN2,123,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.40,1
RPS6,6194,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.40,1
SLC3A2,6520,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.40,1
BNIP3,664,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.39,1
CLDN1,9076,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.39,1
ME1,4199,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.39,1
MT1,17748,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.39,1
NOX4,50507,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.39,1
NPPB,4879,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.39,1
PDK4,5166,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.39,1
PPP1R15A,23645,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.39,1
RXRA,6256,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.39,1
ACTB,60,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.38,1
MMP13,4322,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.38,1
PKM,5315,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.38,1
SGK1,6446,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.38,1
SOCS3,9021,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.38,1
ADRB2,154,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.37,1
APAF1,317,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.37,1
CCL4,6351,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.37,1
CDK6,1021,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.37,1
NDRG1,10397,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.37,1
TGFB2,7042,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.37,1
TIMP2,7077,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.37,1
ANGPTL4,51129,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
ARG1,383,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
CAV1,857,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
CP,1356,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
INSIG1,3638,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
IRS1,3667,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
MAOA,4128,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
MMP3,4314,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
PRKCA,5578,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
SCARB1,949,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.36,1
CYP2B1,24300,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.35,1
EIF4EBP1,1978,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.35,1
IGFBP3,3486,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.35,1
IKBKB,3551,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.35,1
NGF,4803,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.35,1
PYCARD,29108,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.35,1
SRXN1,140809,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.35,1
BAK1,578,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.34,1
CD86,942,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.34,1
CYBB,1536,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.34,1
HSD3B1,3283,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.34,1
IGF1R,3480,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.34,1
NR4A1,3164,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.34,1
SCD1,20249,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.34,1
SLC2A4,6517,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.34,1
UCP2,7351,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.34,1
ACOX1,51,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.33,1
CLU,1191,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.33,1
CNR1,1268,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.33,1
FASLG,356,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.33,1
JAK2,3717,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.33,1
JUNB,3726,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.33,1
LEPR,3953,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.33,1
NPPA,4878,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.33,1
TNFRSF10B,8795,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.33,1
APOA1,335,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.32,1
TRIB3,57761,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.32,1
CD44,960,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.31,1
COL1A2,1278,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.31,1
GSTA2,2939,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.31,1
HSPD1,3329,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.31,1
PON1,5444,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.31,1
SULT1A1,6817,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.31,1
XIAP,331,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.31,1
GAPDH,2597,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.30,1
MAPT,4137,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.30,1
PIK3R1,5295,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.30,1
THRB,7068,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.30,1
COL3A1,1281,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.29,1
ERN1,2081,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.29,1
ABCA1,19,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.28,1
CYP7A1,1581,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.27,1
FSHB,2488,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.26,1
GPX4,2879,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.26,1
HSPB1,3315,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.26,1
LDHA,3939,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.26,1
LDLR,3949,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.26,1
RPS6KB1,6198,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.26,1
SRC,6714,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.26,1
XDH,7498,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.26,1
BAD,572,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.25,1
DUSP1,1843,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.25,1
G6PD,2539,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.25,1
TH,7054,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.25,1
APOE,348,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.24,1
BCHE,590,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.24,1
MDM2,4193,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.24,1
POR,5447,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.24,1
PTEN,5728,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.24,1
ALDH1A1,216,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.23,1
CCL3,6348,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.23,1
CYP2D6,1565,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.23,1
EPHX1,2052,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.23,1
LPL,4023,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.23,1
NR1H4,9971,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.23,1
TFRC,7037,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.23,1
GDF15,9518,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.22,1
KEAP1,9817,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.22,1
ACACA,31,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.21,1
CDK4,1019,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.21,1
CEBPB,1051,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.21,1
CXCL10,3627,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.21,1
CYP2C9,1559,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.21,1
SLC2A1,6513,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.21,1
UGT1A1,54658,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.21,1
XBP1,7494,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.21,1
CCNE1,898,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.20,1
CD36,948,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.20,1
CYP2B6,1555,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.20,1
ABCB11,8647,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.19,1
CCNA2,890,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.19,1
EGF,1950,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.19,1
CYP17A1,1586,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.18,1
